x,y,z
2.263810574242525,0.016174678680049813,-0.4461915336665115
2.2670234517216343,-0.03690097030030295,-0.40035675277769756
2.2702363292007433,-0.08997661928065565,-0.3545219718888837
2.2734492066798526,-0.14305226826100845,-0.3086871910000697
2.2766620841589615,-0.19612791724136114,-0.2628524101112558
2.2798749616380705,-0.24920356622171394,-0.21701762922244183
2.273175005621439,0.061715732257968746,-0.3941124322302995
2.276387883100548,0.008640083277616027,-0.3482776513414856
2.2796007605796573,-0.04443556570273669,-0.3024428704526717
2.2828136380587662,-0.0975112146830895,-0.2566080895638577
2.286026515537875,-0.15058686366344218,-0.21077330867504385
2.2892393930169845,-0.20366251264379498,-0.16493852778622986
2.2825394370003527,0.1072567858358877,-0.3420333307940876
2.285752314479462,0.05418113685553496,-0.29619854990527367
2.288965191958571,0.0011054878751822683,-0.2503637690164598
2.29217806943768,-0.05197016110517055,-0.20452898812764578
2.2953909469167892,-0.10504581008552322,-0.1586942072388319
2.298603824395898,-0.15812145906587602,-0.11285942635001794
2.2919038683792667,0.15279783941380667,-0.2899542293578756
2.2951167458583757,0.09972219043345391,-0.2441194484690617
2.2983296233374846,0.04664654145310123,-0.1982846675802478
2.301542500816594,-0.006429107527251573,-0.15244988669143383
2.304755378295703,-0.05950475650760426,-0.10661510580261999
2.3079682557748122,-0.11258040548795706,-0.060780324913805965
2.3012682997581804,0.19833889299172566,-0.23787512792166368
2.3044811772372893,0.1452632440113729,-0.19204034703284975
2.3076940547163987,0.09218759503102016,-0.14620556614403588
2.3109069321955076,0.03911194605066739,-0.10037078525522192
2.3141198096746165,-0.013963702929685316,-0.054536004366408035
2.317332687153726,-0.06703935191003813,-0.00870122347759405
2.310632731137094,0.2438799465696446,-0.18579602648545174
2.3138456086162034,0.19080429758929188,-0.13996124559663783
2.3170584860953123,0.13772864860893916,-0.09412646470782396
2.320271363574421,0.08465299962858631,-0.04829168381900994
2.3234842410535306,0.03157735064823366,-0.002456902930196121
2.3266971185326395,-0.02149829833211917,0.04337787795861787
2.319997162516008,0.28942100014756356,-0.1337169250492398
2.323210039995117,0.2363453511672108,-0.08788214416042589
2.326422917474226,0.1832697021868581,-0.04204736327161201
2.3296357949533353,0.13019405320650526,0.0037874176172019757
2.332848672432444,0.07711840422615258,0.049622198506015854
2.336061549911553,0.024042755245799814,0.0954569793948299
2.3293615938949217,0.33496205372548254,-0.08163782361302785
2.3325744713740306,0.28188640474512977,-0.03580304272421391
2.3357873488531395,0.2288107557647771,0.010031738164600075
2.3390002263322485,0.17573510678442428,0.055866519053414006
2.342213103811358,0.12265945780407163,0.10170129994222789
2.3454259812904668,0.06958380882371877,0.14753608083104186
2.338726025273835,0.3805031073034014,-0.02955872217681587
2.3419389027529443,0.32742745832304876,0.01627605871199806
2.345151780232053,0.27435180934269604,0.06211083960081199
2.348364657711162,0.2212761603623432,0.10794562048962593
2.3515775351902715,0.16820051138199055,0.1537804013784398
2.3547904126693804,0.11512486240163773,0.19961518226725372
